company,product,month,quantity,value
Rahul Papers India Pvt Ltd,BALLARPUR-MAPLITHO-60GSM-45.5X58.5/8.0KG-500SHT,2022-08,1640.0,167808.0
Rahul Papers India Pvt Ltd,BALLARPUR-MAPLITHO-60GSM-45.5X58.5/8.0KG-500SHT,2022-10,86.4,8985.6
Rahul Papers India Pvt Ltd,BALLARPUR-MAPLITHO-60GSM-46.0X58.5/8.0KG-500SHT,2022-07,128.0,13184.0
Rahul Papers India Pvt Ltd,BALLARPUR-MAPLITHO-RC-58GSM-46.0X58.5/7.8KG-500SHT,2022-08,187.2,19656.0
Rahul Papers India Pvt Ltd,BGPPL IMPERIAL C1S ART PAPER ( 48101390 ),2023-02,90593.0,9723808.0
Rahul Papers India Pvt Ltd,BGPPL IMPERIAL C1S ART PAPER ( 48101390 ),2023-03,90210.0,9562260.0
Rahul Papers India Pvt Ltd,BGPPL IMPERIAL C1S ART PAPER ( 48101390 ),2023-04,207385.0,22282855.0
Rahul Papers India Pvt Ltd,BGPPL IMPERIAL C1S ART PAPER ( 48101390 ),2023-05,88468.0,10084166.0
Rahul Papers India Pvt Ltd,BGPPL IMPERIAL C1S ART PAPER ( 48101390 ),2023-06,59896.0,6289080.0
Rahul Papers India Pvt Ltd,BILT CLASSIC ULTRA 57GSM41.0X66.0-7.7KG/500SHT,2026-04,2094.4,156340.8
Rahul Papers India Pvt Ltd,BILT CLASSIC ULTRA 57GSM51.0X76.0-11.0/500SHT,2026-04,726.0,54450.0
Rahul Papers India Pvt Ltd,BILT CLASSIC ULTRA 57GSM51.0X76.0-11.0/500SHT,2026-05,550.0,41800.0
Rahul Papers India Pvt Ltd,BILT CLASSIC ULTRA-54GSM-81.5CMS,2026-05,14590.0,1035890.0
Rahul Papers India Pvt Ltd,BILT CLASSIC ULTRA-54GSM-89.5CMS,2026-06,13028.0,924988.0
Rahul Papers India Pvt Ltd,BILT CLASSIC ULTRA-57GSM-89.0CMS,2026-06,10017.0,701190.0
Rahul Papers India Pvt Ltd,BILT CLASSIC ULTRA-57GSM-96.5CMS,2026-06,6940.0,485800.0
Rahul Papers India Pvt Ltd,BILT-ART-PAPER-GLOSS-250GSM-63.5X91.0/21.7/150SHT,2024-02,1106.7,86322.6
Rahul Papers India Pvt Ltd,BILT-C1S-Paper-50GSM-105.5 CMS,2022-12,1370.0,166780.0
Rahul Papers India Pvt Ltd,BILT-C1S-Paper-50GSM-105.5 CMS,2023-07,707.0,81305.0
Rahul Papers India Pvt Ltd,BILT-C1S-Paper-50GSM-97.5CMS - (48101920),2023-07,50414.0,5192642.0
Rahul Papers India Pvt Ltd,BILT-COPY POWER-75GSM-21.0X29.7/2.34KG-500SHT-A4,2026-04,41102.1,3152365.0
Rahul Papers India Pvt Ltd,BILT-COPY POWER-75GSM-21.0X29.7/2.34KG-500SHT-A4,2026-05,64139.4,4915535.0
Rahul Papers India Pvt Ltd,BILT-COPY POWER-75GSM-21.0X29.7/2.34KG-500SHT-A4,2026-06,39616.2,3007020.0
Rahul Papers India Pvt Ltd,BLACK KRAFT PAPER,2026-06,3038.0,276458.0
Rahul Papers India Pvt Ltd,BRAHMANI PRINTERS,2026-06,485.1,36382.5
Rahul Papers India Pvt Ltd,Bilt-C1S-Paper-55GSM-980.0MM,2022-11,818.0,98160.0
Rahul Papers India Pvt Ltd,Bilt-C1S-Paper-55GSM-980.0MM,2022-12,568.0,68160.0
Rahul Papers India Pvt Ltd,Bright Paper,2026-06,2298.5,172387.5
Rahul Papers India Pvt Ltd,Bright Paper,2026-07,861.4,64605.0
Rahul Papers India Pvt Ltd,C1S ART PAPER ROYAL GLOSS 50 GSM,2023-04,9160.0,476320.0
Rahul Papers India Pvt Ltd,C1S ART PAPER ROYAL GLOSS 50 GSM,2023-05,1312.0,72160.0
Rahul Papers India Pvt Ltd,C1S PAPER - 48102900,2023-05,25317.0,2906094.0
Rahul Papers India Pvt Ltd,C1S PAPER - 48102900,2024-02,73552.5,7134592.5
Rahul Papers India Pvt Ltd,C1S PAPER - 48102900,2026-04,38272.0,3635570.0
Rahul Papers India Pvt Ltd,C1S PAPER - 48102900,2026-05,25606.0,2432570.0
Rahul Papers India Pvt Ltd,C1S PAPER GLOSS,2022-05,90648.0,16619389.0
Rahul Papers India Pvt Ltd,C1S PAPER GLOSS,2022-06,150386.0,27520638.0
Rahul Papers India Pvt Ltd,C1S PAPER GLOSS,2022-07,984.0,142680.0
Rahul Papers India Pvt Ltd,C1S PAPER GLOSS,2022-12,9874.0,1204628.0
Rahul Papers India Pvt Ltd,C1S PAPERS - ( 48102900 ),2023-06,130411.5,13823619.0
Rahul Papers India Pvt Ltd,C1S PAPERS - ( 48102900 ),2023-11,97451.0,9489834.0
Rahul Papers India Pvt Ltd,C1S PAPERS - ( 48102900 ),2023-12,37730.0,3612570.0
Rahul Papers India Pvt Ltd,C1S PAPERS - ( 48102900 ),2024-01,12495.0,1212015.0
Rahul Papers India Pvt Ltd,C1S PAPERS - ( 48102900 ),2024-02,146180.0,13994400.0
Rahul Papers India Pvt Ltd,C1S PAPERS - ( 48102900 ),2024-03,18713.0,1792886.0
Rahul Papers India Pvt Ltd,C1S- Paper-50GSM-1230.0MM,2022-09,66420.0,5645700.0
Rahul Papers India Pvt Ltd,C1S- Paper-50GSM-1230.0MM,2023-03,18450.0,2029500.0
Rahul Papers India Pvt Ltd,C1S-COATED-PAPER-50GSM-63.5X98.0/15.6-500SHT,2024-02,27924.0,2373540.0
Rahul Papers India Pvt Ltd,C1S-COATED-PAPER-50GSM-76.0X100.5/19.1-500SHT,2024-01,16044.0,1363740.0
Rahul Papers India Pvt Ltd,C1S-COATED-PAPER-50GSM-76.0X100.5/19.1-500SHT,2024-02,14019.400000000001,1191649.0
Rahul Papers India Pvt Ltd,C1S-COATED-PAPER-50GSM-76.0X100.5/19.1-500SHT,2024-03,11651.0,990335.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper,2022-04,22686.0,2899965.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper,2022-05,5800.0,643800.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper,2022-06,27281.0,3711045.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper,2022-07,50107.92,6021473.8
Rahul Papers India Pvt Ltd,C1S-Coated Paper,2022-08,52725.0,5032064.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper,2023-01,1144.0,68640.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper,2023-03,9450.0,491400.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper - 48102200,2022-04,41417.4,2692131.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper - 48102200,2022-12,100447.0,11551405.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper - 48102200,2023-01,23430.0,2577300.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper - 48102200,2023-02,428.0,49220.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper - 48102200,2023-05,28966.0,3374882.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper Gloss ( 48109900 ),2022-04,23215.0,1903630.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper Gloss ( 48109900 ),2022-05,50031.0,6710766.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper Gloss ( 48109900 ),2022-09,98088.0,10789680.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper Gloss ( 48109900 ),2022-10,134758.0,15259551.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper Gloss ( 48109900 ),2023-04,25455.0,3016417.5
Rahul Papers India Pvt Ltd,C1S-Coated Paper Gloss ( 48109900 ),2023-05,134833.0,15732199.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper Gloss ( 48109900 ),2023-10,47584.0,4838257.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper Gloss ( 48109900 ),2023-11,223712.0,22017064.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper Gloss ( 48109900 ),2023-12,238218.0,23583582.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper Gloss ( 48109900 ),2024-01,241957.0,23253191.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper Gloss ( 48109900 ),2024-02,199110.0,18863480.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper Gloss ( 48109900 ),2024-03,332342.0,31978547.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper- 48109900,2022-04,118517.0,11863975.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper- 48109900,2022-05,26213.5,1976177.5
Rahul Papers India Pvt Ltd,C1S-Coated Paper- 48109900,2022-07,93271.0,8938625.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper- 48109900,2022-08,112816.0,10763294.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper- 48109900,2022-09,73203.0,7457115.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper- 48109900,2022-10,26820.0,2950200.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper- 48109900,2022-11,111669.0,12194050.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper- 48109900,2022-12,231912.0,25459720.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper- 48109900,2023-01,205343.0,22045898.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper- 48109900,2023-02,562852.0,58886460.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper- 48109900,2023-03,380435.0,42377128.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper- 48109900,2023-04,285047.0,32400709.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper- 48109900,2023-05,33165.0,3818245.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper- 48109900,2023-07,112749.0,11497445.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper- 48109900,2023-08,264285.0,27729187.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper- 48109900,2023-09,953.0,88629.0
Rahul Papers India Pvt Ltd,C1S-Coated Paper- 48109900,2023-10,769.0,83052.0
Rahul Papers India Pvt Ltd,C1S-Cromo Paper-68GSM-250MM,2022-12,1565.0,164325.0
Rahul Papers India Pvt Ltd,C1S-PAPER-40GSM-51.0X75.0/7.3KG-480SHT,2023-01,1803.1,189325.5
Rahul Papers India Pvt Ltd,C1S-PAPER-50GSM-490MM,2023-02,545.0,62675.0
Rahul Papers India Pvt Ltd,C1S-PAPER-50GSM-61.5CMS,2023-03,935.5,102905.0
Rahul Papers India Pvt Ltd,C1S-PAPER-50GSM-820 MM,2023-04,312.5,33750.0
Rahul Papers India Pvt Ltd,C1S-PAPER-55GSM-1010MM,2023-03,2942.0,326562.0
Rahul Papers India Pvt Ltd,C1S-PAPER-60GSM-350MM,2023-02,1585.0,126800.0
Rahul Papers India Pvt Ltd,C1S-PAPER-60GSM-350MM,2023-04,169.0,10140.0
Rahul Papers India Pvt Ltd,C1S-PAPER-60GSM-400MM,2023-02,183.0,14640.0
Rahul Papers India Pvt Ltd,C1S-PAPER-60GSM-400MM,2023-04,338.0,20280.0
Rahul Papers India Pvt Ltd,C1S-PAPER-60GSM-700MM,2023-02,1409.0,112720.0
Rahul Papers India Pvt Ltd,C1S-Paper-40GSM-102.0CMS,2023-02,9252.0,1091736.0
Rahul Papers India Pvt Ltd,C1S-Paper-40GSM-102.0CMS,2023-03,2874.0,365362.0
Rahul Papers India Pvt Ltd,C1S-Paper-50GSM-1005.0MM,2023-03,1485.0,163350.0
Rahul Papers India Pvt Ltd,C1S-Paper-50GSM-1005MM,2022-05,83400.0,8340000.0
Rahul Papers India Pvt Ltd,C1S-Paper-50GSM-1005MM,2022-06,67444.0,9074500.0
Rahul Papers India Pvt Ltd,C1S-Paper-50GSM-1005MM,2023-02,721.5,79365.0
Rahul Papers India Pvt Ltd,C1S-Paper-50GSM-1010.0MM,2022-06,788.0,141840.0
Rahul Papers India Pvt Ltd,C1S-Paper-50GSM-1010.0MM,2023-03,22950.0,1950750.0
Rahul Papers India Pvt Ltd,C1S-Paper-50GSM-1010.0MM,2023-04,2397.0,299625.0
Rahul Papers India Pvt Ltd,C1S-Paper-50GSM-1010.0MM,2024-03,1198.5,152209.5
Rahul Papers India Pvt Ltd,C1S-Paper-50GSM-55.5CMS,2022-11,1711.0,213890.0
Rahul Papers India Pvt Ltd,C1S-Paper-50GSM-55.5CMS,2022-12,853.0,127950.0
Rahul Papers India Pvt Ltd,C1S-Paper-50GSM-59.0CMS,2022-11,208.0,24960.0
Rahul Papers India Pvt Ltd,C1S-Paper-50GSM-59.0CMS,2023-02,513.5,56485.0
Rahul Papers India Pvt Ltd,C1S-Paper-50GSM-59.0CMS,2023-03,925.0,101750.0
Rahul Papers India Pvt Ltd,C1S-Paper-50GSM-61.0CMS,2023-02,2136.5,245697.5
Rahul Papers India Pvt Ltd,C1S-Paper-50GSM-61.0CMS,2023-03,483.0,53130.0
Rahul Papers India Pvt Ltd,C1S-Paper-50GSM-62.5CMS,2022-12,1501.0,180120.0
Rahul Papers India Pvt Ltd,C1S-Paper-50GSM-645.0MM,2022-12,1625.0,186875.0
Rahul Papers India Pvt Ltd,C1S-Paper-50GSM-645.0MM,2023-03,1543.0,185160.0
Rahul Papers India Pvt Ltd,C1S-Paper-50GSM-65.0CMS,2023-03,2214.0,243540.0
Rahul Papers India Pvt Ltd,C1S-Paper-50GSM-67.5CMS,2022-10,3092.0,425150.0
Rahul Papers India Pvt Ltd,C1S-Paper-50GSM-73.0CMS,2022-10,405.0,54675.0
Rahul Papers India Pvt Ltd,C1S-Paper-50GSM-86.0CMS,2022-12,1078.0,123970.0
Rahul Papers India Pvt Ltd,C1S-Paper-50GSM-86.0CMS,2023-04,317.0,34236.0
Rahul Papers India Pvt Ltd,C1S-Paper-50GSM-93.0CMS,2023-01,1980.0,227700.0
Rahul Papers India Pvt Ltd,C1S-Paper-50GSM-980.0MM,2022-05,46838.0,5386370.0
Rahul Papers India Pvt Ltd,C1S-Paper-50GSM-980.0MM,2022-10,21910.0,1752800.0
Rahul Papers India Pvt Ltd,C1S-Paper-50GSM-980.0MM,2023-01,1410.0,162150.0
Rahul Papers India Pvt Ltd,C1S-Paper-55GSM-1005.0MM,2023-03,23519.0,1528735.0
Rahul Papers India Pvt Ltd,C1S-Paper-60GSM-46.0CMS,2022-11,930.5,102305.0
Rahul Papers India Pvt Ltd,C1S-Paper-60GSM-46.0CMS,2022-12,310.0,37200.0
Rahul Papers India Pvt Ltd,C1S-Paper-60GSM-46.0CMS,2023-01,315.0,18900.0
Rahul Papers India Pvt Ltd,C1S-Paper-60GSM-850MM,2023-02,497.0,39760.0
Rahul Papers India Pvt Ltd,C1S-Paper-65GSM-28.0CMS,2022-11,207.0,14490.0
Rahul Papers India Pvt Ltd,C1S-Paper-65GSM-31.0CMS,2022-11,456.0,31920.0
Rahul Papers India Pvt Ltd,C1S-Paper-80GSM-102.0CMS,2022-12,4935.0,528045.0
Rahul Papers India Pvt Ltd,C1S-Paper-80GSM-52.0CMS,2022-12,503.0,53821.0
Rahul Papers India Pvt Ltd,CAPITAL PAPERS,2026-06,2619.6,188611.2
Rahul Papers India Pvt Ltd,CENTURY - W P PAPER - ( 48025590 ),2023-10,282351.7,16597413.6
Rahul Papers India Pvt Ltd,CENTURY - W P PAPER - ( 48025590 ),2023-11,100982.5,6074128.5
Rahul Papers India Pvt Ltd,CENTURY - W P PAPER - ( 48025590 ),2023-12,21536.5,1396616.5
Rahul Papers India Pvt Ltd,CENTURY - W P PAPER - ( 48025590 ),2024-01,12810.5,878149.0
Rahul Papers India Pvt Ltd,CENTURY - W P PAPER - ( 48025590 ),2024-02,3920.0,266560.0
Rahul Papers India Pvt Ltd,CENTURY - W P PAPER - ( 48025590 ),2024-03,1606.0,113124.0
Rahul Papers India Pvt Ltd,CENTURY - W P PAPER - ( 48025590 ),2026-06,527.0,35309.0
Rahul Papers India Pvt Ltd,CENTURY - W P PAPER - ( 48043100 ),2023-12,14834.0,482105.0
Rahul Papers India Pvt Ltd,CENTURY - W P PAPER - ( 48043100 ),2024-01,20733.5,673838.75
Rahul Papers India Pvt Ltd,CENTURY-MAPLITHO-90GSM-49.0CMS,2026-06,1527.0,106890.0
Rahul Papers India Pvt Ltd,CENTURY-RULLED-70GSM-60.0X84.0/17.6KG-500SHT,2026-04,528.0,36960.0
Rahul Papers India Pvt Ltd,CHEMIPEARL-S-350,2023-01,16800.0,5510400.0
Rahul Papers India Pvt Ltd,CHEMIPEARL-S-350,2023-02,25200.0,8265600.0
Rahul Papers India Pvt Ltd,CHEMIPEARL-S-350,2023-03,25200.0,8265600.0
Rahul Papers India Pvt Ltd,CHENMING-MAP-INTERLIP-58GSM-63.5X84.0/15.5KG-500SHT,2023-04,310.0,26970.0
Rahul Papers India Pvt Ltd,CHENMING-MAPLITHO-RC-58GSM-45.5X58.5/7.4KG-480SHT,2023-02,939.8,85893.8
Rahul Papers India Pvt Ltd,CHENMING-MAPLITHO-RC-58GSM-45.5X58.5/7.4KG-480SHT,2023-03,1529.3580000000002,134997.9
Rahul Papers India Pvt Ltd,CHENMING-MAPLITHO-RC-58GSM-45.5X58.5/7.4KG-480SHT,2023-04,355.20000000000005,32500.8
Rahul Papers India Pvt Ltd,CHENMING-MAPLITHO-RC-58GSM-45.5X58.5/7.4KG-480SHT,2026-05,155.4,10528.35
Rahul Papers India Pvt Ltd,CHENMING-PRINT-RC-58GSM-45.5X58.5/7.4KG-480SHT,2026-05,118.4,8406.4
Rahul Papers India Pvt Ltd,CHENMING-RGT-RULLED-58GSM-63.5X80.0/14.7KG-500SHT,2023-04,940.8,89376.0
Rahul Papers India Pvt Ltd,CHENMING-RGT-RULLED-58GSM-63.5X80.0/14.7KG-500SHT,2023-08,764.4,63445.2
Rahul Papers India Pvt Ltd,CHENMING-RGT-RULLED-58GSM-63.5X80.0/14.7KG-500SHT,2023-09,1470.0,120951.6
Rahul Papers India Pvt Ltd,CHENMING-RGT-RULLED-58GSM-63.5X81.0/14.9KG-500SHT,2023-04,894.0,84930.0
Rahul Papers India Pvt Ltd,CHENMING-RGT-RULLED-58GSM-63.5X81.0/14.9KG-500SHT,2023-05,1683.7,159951.5
Rahul Papers India Pvt Ltd,CHENMING-RGT-RULLED-58GSM-63.5X81.0/14.9KG-500SHT,2023-08,1609.2,131954.4
Rahul Papers India Pvt Ltd,CHENMING-RGT-RULLED-58GSM-63.5X81.0/14.9KG-500SHT,2023-10,1192.0,97744.0
Rahul Papers India Pvt Ltd,CHENMING-RGT-RULLED-58GSM-63.5X81.0/14.9KG-500SHT,2023-11,1192.0,97744.0
Rahul Papers India Pvt Ltd,CHENMING-RGT-RULLED-58GSM-63.5X81.0/14.9KG-500SHT,2023-12,655.6,53759.2
Rahul Papers India Pvt Ltd,CHENMING-RULLED-SL-58 GSM-63.5X84.0/15.5KG-500SHT,2023-04,310.0,26970.0
Rahul Papers India Pvt Ltd,CHENMING-RULLED-SL-58 GSM-63.5X84.0/15.5KG-500SHT,2023-08,930.0,75950.0
Rahul Papers India Pvt Ltd,CHENMING-RULLED-SL-58 GSM-63.5X84.0/15.5KG-500SHT,2023-09,682.0,55924.0
Rahul Papers India Pvt Ltd,CHENMING-RULLED-SL-58 GSM-63.5X84.0/15.5KG-500SHT,2023-10,434.0,35588.0
Rahul Papers India Pvt Ltd,CHENMING-RULLED-SL-58 GSM-63.5X84.0/15.5KG-500SHT,2023-12,310.0,25420.0
Rahul Papers India Pvt Ltd,CHENMING-RULLED-SL-58 GSM-63.5X84.0/15.5KG-500SHT,2024-01,310.0,25420.0
Rahul Papers India Pvt Ltd,CHENMING-WOOD FREE-58GSM-45.5X58.5/7.7KG-500SHT,2023-03,431.2,38808.0
Rahul Papers India Pvt Ltd,CHENMING-WOOD FREE-58GSM-45.5X58.5/7.7KG-500SHT,2023-04,1131.8999999999999,101978.8
Rahul Papers India Pvt Ltd,CHENMING-WOOD FREE-58GSM-58.5X91.0/15.4KG-500SHT,2023-02,2325.4,216400.8
Rahul Papers India Pvt Ltd,CHENMING-WOOD FREE-58GSM-58.5X91.0/15.4KG-500SHT,2023-03,15877.4,1440238.8
Rahul Papers India Pvt Ltd,CHENMING-WOOD FREE-58GSM-58.5X91.0/15.4KG-500SHT,2023-04,10918.6,980710.5
Rahul Papers India Pvt Ltd,CHENMING-WOOD FREE-58GSM-58.5X91.0/15.4KG-500SHT,2023-06,800.8,67698.4
Rahul Papers India Pvt Ltd,CHENMING-WOOD FREE-58GSM-58.5X91.0/15.4KG-500SHT,2023-07,662.2,58935.8
Rahul Papers India Pvt Ltd,CHENMING-WOOD FREE-58GSM-58.5X91.0/15.4KG-500SHT,2023-08,985.6,86979.2
Rahul Papers India Pvt Ltd,CHENMING-WOOD FREE-58GSM-58.5X91.0/15.4KG-500SHT,2023-09,800.8,71271.20000000001
Rahul Papers India Pvt Ltd,CHENMING-WOOD FREE-58GSM-63.5X84.0/15.5KG-500SHT,2023-03,2604.0,230206.0
Rahul Papers India Pvt Ltd,CHENMING-WOOD FREE-58GSM-63.5X84.0/15.5KG-500SHT,2023-04,12012.5,1045397.5
Rahul Papers India Pvt Ltd,CHENMING-WOOD FREE-58GSM-63.5X84.0/15.5KG-500SHT,2023-06,1860.0,165912.0
Rahul Papers India Pvt Ltd,CHENMING-WOOD FREE-58GSM-63.5X85.0/15.7KG-500SHT,2023-03,1552.73,139745.7
Rahul Papers India Pvt Ltd,CHENMING-WOOD FREE-58GSM-63.5X86.0/15.8KG-500SHT,2023-07,388.67999999999995,31871.76
Rahul Papers India Pvt Ltd,CHENMING-WOOD FREE-58GSM-63.5X86.5/15.9KG-500SHT,2023-02,770.514,75510.37
Rahul Papers India Pvt Ltd,CHENMING-WOOD-FREE-58GSM-58.5CMS,2023-03,18440.0,1595060.0
Rahul Papers India Pvt Ltd,CHENMING-WOOD-FREE-58GSM-58.5CMS,2023-04,8188.0,720544.0
Rahul Papers India Pvt Ltd,CHENMING-WOOD-FREE-58GSM-63.5CMS,2023-03,5023.0,426955.0
Rahul Papers India Pvt Ltd,CHENMING-WOOD-FREE-58GSM-63.5X36.0/6.6KG-500SHT,2023-02,743.16,66884.4
Rahul Papers India Pvt Ltd,CMPC-FBB-300GSM-51.0X53.5/8.2KG-100SHT,2024-03,2478.86,173520.2
Rahul Papers India Pvt Ltd,CMPC-FBB-300GSM-51.0X63.5/9.7KG-100SHT,2024-03,853.6,56337.6
Rahul Papers India Pvt Ltd,CMPC-FBB-300GSM-51.0X71.0/10.9KG-100SHT,2024-02,1962.0,131454.0
Rahul Papers India Pvt Ltd,CMPC-FBB-300GSM-51.0X71.0/10.9KG-100SHT,2024-03,606.5849999999999,41168.21
Rahul Papers India Pvt Ltd,CMPC-FBB-300GSM-56.0X71.0/11.9KG-100SHT,2024-02,1035.3,78682.79999999999
Rahul Papers India Pvt Ltd,CMPC-FBB-300GSM-58.5X77.0/13.5KG-100SHT,2024-02,688.5,48195.0
Rahul Papers India Pvt Ltd,CMPC-FBB-300GSM-58.5X79.0/13.9KG-100SHT,2024-02,556.0,42256.0
Rahul Papers India Pvt Ltd,CMPC-FBB-300GSM-58.5X81.5/14.3KG-100SHT,2024-03,4530.955,299043.03
Rahul Papers India Pvt Ltd,CMPC-FBB-300GSM-58.5X91.5/16.1KG-100SHT,2024-02,966.0,73416.0
Rahul Papers India Pvt Ltd,CMPC-FBB-300GSM-63.5X75/14.3KG-100SHT,2024-03,612.04,42842.8
Rahul Papers India Pvt Ltd,CMPC-FBB-300GSM-63.5X91.5/17.4KG-100SHT,2024-02,3132.0,211932.0
Rahul Papers India Pvt Ltd,CMPC-FBB-300GSM-63.5X96.5/18.4KG-100SHT,2024-02,2024.0,144053.6
Rahul Papers India Pvt Ltd,CMPC-FBB-300GSM-63.5X96.5/18.4KG-100SHT,2026-04,128.8,9917.6
Rahul Papers India Pvt Ltd,CMPC-FBB-305GSM-58.5X81.6/14.6KG-100SHT,2024-02,1460.0,108040.0
Rahul Papers India Pvt Ltd,CMPC-FBB-310GSM-58.5X56.0/10.2KG-100SHT,2024-02,1183.2,85190.4
Rahul Papers India Pvt Ltd,CMPC-FBB-330GSM-58.5X81.3/15.7KG-100SHT,2024-03,3142.355,229391.92
Rahul Papers India Pvt Ltd,CMPC-FBB-330GSM-58.5X91.5/17.7KG-100SHT,2024-02,1079.7,72339.9
Rahul Papers India Pvt Ltd,CMPC-FBB-330GSM-63.5X96.5/20.2KG-100SHT,2024-02,1692.76,118493.2
Rahul Papers India Pvt Ltd,CMPC-FBB-340GSM-51.0X66.0/11.4KG-100SHT,2024-02,706.8,55130.4
Rahul Papers India Pvt Ltd,CMPC-FBB-340GSM-63.5 CMS,2024-02,1830.0,129015.0
Rahul Papers India Pvt Ltd,COATED PAPER - 48101320,2022-04,60960.0,5364480.0
Rahul Papers India Pvt Ltd,COATED PAPER - 48101320,2023-12,29450.0,2800513.0
Rahul Papers India Pvt Ltd,COATED PAPER - 48101320,2024-03,29220.0,2396040.0
Rahul Papers India Pvt Ltd,COATED PAPER - 48101320,2026-04,41680.0,3126000.0
Rahul Papers India Pvt Ltd,COATED PAPER - 48101320,2026-06,13362.2,1433650.0
Rahul Papers India Pvt Ltd,COATED PAPER - 48102900,2023-05,29610.0,3168270.0
Rahul Papers India Pvt Ltd,COATED PAPER - 48102900,2023-06,76660.0,8951360.0
Rahul Papers India Pvt Ltd,COATED PAPER - 48102900,2023-07,9749.0,1072390.0
Rahul Papers India Pvt Ltd,COATED PAPER - 48102900,2023-12,1643.0,164300.0
Rahul Papers India Pvt Ltd,COATED PAPER - 48102900,2024-01,75125.5,7298530.0
Rahul Papers India Pvt Ltd,COATED PAPER - 48102900,2024-02,24889.0,2305687.0
Rahul Papers India Pvt Ltd,COATED PAPER - 48102900,2024-03,3136.0,257152.0
Rahul Papers India Pvt Ltd,COATED PAPER IN REELS-48101330,2022-04,1009.0,151350.0
Rahul Papers India Pvt Ltd,COATED PAPER IN REELS-48101330,2022-05,53349.0,5047611.0
Rahul Papers India Pvt Ltd,COATED PAPER IN REELS-48101330,2022-07,21190.0,2119000.0
Rahul Papers India Pvt Ltd,COATED PAPER IN REELS-48101330,2022-08,26729.0,2806545.0
Rahul Papers India Pvt Ltd,COATED PAPER IN REELS-48101330,2022-10,28080.0,3229200.0
Rahul Papers India Pvt Ltd,COATED PAPER IN REELS-48101330,2022-12,1614.0,193680.0
Rahul Papers India Pvt Ltd,COATED PAPER IN REELS-48101330,2023-01,1580.0,167480.0
Rahul Papers India Pvt Ltd,COATED PAPER IN REELS-48101330,2023-02,4285.5,492832.5
Rahul Papers India Pvt Ltd,COATED PAPER IN REELS-48101330,2023-04,9235.0,1022476.0
Rahul Papers India Pvt Ltd,COATED PAPER IN REELS-48101330,2023-05,25534.0,2980313.0
Rahul Papers India Pvt Ltd,COATED PAPER IN REELS-48101330,2023-06,3310.0,390337.0
Rahul Papers India Pvt Ltd,COATED PAPER IN REELS-48101330,2023-07,1990.0,228850.0
Rahul Papers India Pvt Ltd,COATED PAPER IN REELS-48101330,2023-08,18190.0,2121671.0
Rahul Papers India Pvt Ltd,COATED PAPER IN REELS-48101330,2023-09,5762.5,673114.0
Rahul Papers India Pvt Ltd,COATED PAPER IN REELS-48101330,2023-10,14613.0,1602234.0
Rahul Papers India Pvt Ltd,COATED PAPER IN REELS-48101330,2023-11,3543.0,400075.0
Rahul Papers India Pvt Ltd,COATED PAPER IN REELS-48101330,2023-12,45967.0,4549384.0
Rahul Papers India Pvt Ltd,COATED PAPER IN REELS-48101330,2024-01,1996.0,229540.0
Rahul Papers India Pvt Ltd,COATED PAPER IN REELS-48101330,2024-02,5630.0,631505.0
Rahul Papers India Pvt Ltd,COATED PAPER- 481013,2026-04,24450.0,2102700.0
Rahul Papers India Pvt Ltd,COATED PAPER- 481013,2026-05,25012.0,2201056.0
