company,product,month,quantity,value
Rahul Traders,JK-FINESSE-140GSM-58.5X91.0/18.6KG-250SHT,2023-06,223.2,21427.2
Rahul Traders,JK-FINESSE-140GSM-58.5X91.0/18.6KG-250SHT,2023-10,334.79999999999995,27788.399999999998
Rahul Traders,JK-FINESSE-140GSM-58.5X91.0/18.6KG-250SHT,2023-12,390.6,32698.8
Rahul Traders,JK-FINESSE-140GSM-58.5X91.0/18.6KG-250SHT,2024-03,167.4,13140.9
Rahul Traders,JK-FINESSE-140GSM-58.5X91.0/18.6KG-250SHT,2024-04,111.6,8928.0
Rahul Traders,JK-FINESSE-140GSM-58.5X91.0/18.6KG-250SHT,2024-06,613.8,48434.399999999994
Rahul Traders,JK-FINESSE-140GSM-58.5X91.0/18.6KG-250SHT,2024-09,111.6,8704.8
Rahul Traders,JK-FINESSE-140GSM-58.5X91.0/18.6KG-250SHT,2025-01,55.8,3961.8
Rahul Traders,JK-FINESSE-140GSM-58.5X91.0/18.6KG-250SHT,2025-03,55.8,4073.4
Rahul Traders,JK-FINESSE-140GSM-58.5X91.0/18.6KG-250SHT,2026-04,55.8,4073.4
Rahul Traders,JK-FINESSE-140GSM-58.5X91.0/18.6KG-250SHT,2026-05,55.8,4185.0
Rahul Traders,JK-FINESSE-140GSM-58.5X91.0/18.6KG-250SHT,2026-06,55.8,4240.8
Rahul Traders,JK-FINESSE-70GSM-56.0X76.0/14.9KG-250SHT,2022-12,44.7,3933.6
Rahul Traders,JK-FINESSE-70GSM-58.5X91.0/18.6KG-500SHT,2023-05,2343.6,220521.6
Rahul Traders,JK-FINESSE-70GSM-58.5X91.0/18.6KG-500SHT,2023-06,1116.0,100049.4
Rahul Traders,JK-FINESSE-70GSM-58.5X91.0/18.6KG-500SHT,2023-09,390.6,32029.2
Rahul Traders,JK-FINESSE-70GSM-58.5X91.0/18.6KG-500SHT,2023-10,2120.4,173872.80000000002
Rahul Traders,JK-FINESSE-70GSM-58.5X91.0/18.6KG-500SHT,2023-11,279.0,22878.0
Rahul Traders,JK-FINESSE-70GSM-58.5X91.0/18.6KG-500SHT,2023-12,1636.8,135984.6
Rahul Traders,JK-FINESSE-70GSM-58.5X91.0/18.6KG-500SHT,2024-01,948.6,79682.4
Rahul Traders,JK-FINESSE-70GSM-58.5X91.0/18.6KG-500SHT,2024-03,669.6,52898.4
Rahul Traders,JK-FINESSE-70GSM-58.5X91.0/18.6KG-500SHT,2024-04,334.8,26449.2
Rahul Traders,JK-FINESSE-70GSM-58.5X91.0/18.6KG-500SHT,2024-05,1395.0,110707.20000000001
Rahul Traders,JK-FINESSE-70GSM-63.5X91.0/20.2KG-500SHT,2023-04,606.0,58509.299999999996
Rahul Traders,JK-FINESSE-70GSM-63.5X91.0/20.2KG-500SHT,2023-06,969.6,89203.2
Rahul Traders,JK-FINESSE-70GSM-63.5X91.0/20.2KG-500SHT,2023-07,1515.0,136350.0
Rahul Traders,JK-FINESSE-70GSM-63.5X91.0/20.2KG-500SHT,2023-10,1454.4,117806.4
Rahul Traders,JK-FINESSE-70GSM-63.5X91.0/20.2KG-500SHT,2023-11,666.6,55994.399999999994
Rahul Traders,JK-FINESSE-70GSM-63.5X91.0/20.2KG-500SHT,2023-12,787.8,66175.2
Rahul Traders,JK-FINESSE-70GSM-63.5X91.0/20.2KG-500SHT,2024-02,303.0,23634.0
Rahul Traders,JK-FINESSE-70GSM-63.5X91.0/20.2KG-500SHT,2024-03,666.6,51994.8
Rahul Traders,JK-FINESSE-70GSM-63.5X91.0/20.2KG-500SHT,2024-04,969.6,77568.0
Rahul Traders,JK-FINESSE-70GSM-76.0X102.0/13.6KG-250SHT,2022-06,204.0,17544.0
Rahul Traders,JK-FINESSE-70GSM-76.0X102.0/13.6KG-250SHT,2024-06,516.8,40011.2
Rahul Traders,JK-FINESSE-80GSM-58.5X91.0/21.3KG-500SHT,2022-04,1597.5,131314.5
Rahul Traders,JK-FINESSE-80GSM-58.5X91.0/21.3KG-500SHT,2022-05,1597.5,133423.2
Rahul Traders,JK-FINESSE-80GSM-58.5X91.0/21.3KG-500SHT,2022-06,894.6,76935.6
Rahul Traders,JK-FINESSE-80GSM-58.5X91.0/21.3KG-500SHT,2022-08,1533.6,156491.1
Rahul Traders,JK-FINESSE-80GSM-58.5X91.0/21.3KG-500SHT,2022-09,63.9,6709.5
Rahul Traders,JK-FINESSE-80GSM-58.5X91.0/21.3KG-500SHT,2022-10,2108.7,204863.4
Rahul Traders,JK-FINESSE-80GSM-58.5X91.0/21.3KG-500SHT,2022-11,2939.4,282246.3
Rahul Traders,JK-FINESSE-80GSM-58.5X91.0/21.3KG-500SHT,2022-12,2790.3,267165.9
Rahul Traders,JK-FINESSE-80GSM-58.5X91.0/21.3KG-500SHT,2023-01,724.2,69523.2
Rahul Traders,JK-FINESSE-80GSM-58.5X91.0/21.3KG-500SHT,2023-05,447.29999999999995,42301.8
Rahul Traders,JK-FINESSE-80GSM-58.5X91.0/21.3KG-500SHT,2023-06,1278.0,117576.0
Rahul Traders,JK-FINESSE-80GSM-58.5X91.0/21.3KG-500SHT,2023-07,447.29999999999995,38531.7
Rahul Traders,JK-FINESSE-80GSM-58.5X91.0/21.3KG-500SHT,2023-08,319.5,26838.0
Rahul Traders,JK-FINESSE-80GSM-58.5X91.0/21.3KG-500SHT,2023-09,1086.3,88757.1
Rahul Traders,JK-FINESSE-80GSM-58.5X91.0/21.3KG-500SHT,2023-10,2300.4,191700.0
Rahul Traders,JK-FINESSE-80GSM-58.5X91.0/21.3KG-500SHT,2023-11,2939.3999999999996,240519.59999999998
Rahul Traders,JK-FINESSE-80GSM-63.5X91.0/23.1KG-500SHT,2022-04,2148.3,184338.0
Rahul Traders,JK-FINESSE-80GSM-63.5X91.0/23.1KG-500SHT,2022-05,207.9,17671.5
Rahul Traders,JK-FINESSE-80GSM-63.5X91.0/23.1KG-500SHT,2022-06,3049.2000000000003,257380.19999999998
Rahul Traders,JK-FINESSE-80GSM-63.5X91.0/23.1KG-500SHT,2022-07,900.9,78932.7
Rahul Traders,JK-FINESSE-80GSM-63.5X91.0/23.1KG-500SHT,2022-08,831.6,84823.2
Rahul Traders,JK-FINESSE-80GSM-63.5X91.0/23.1KG-500SHT,2022-09,4296.6,436451.4
Rahul Traders,JK-FINESSE-80GSM-63.5X91.0/23.1KG-500SHT,2022-11,693.0,66805.2
Rahul Traders,JK-FINESSE-80GSM-63.5X91.0/23.1KG-500SHT,2022-12,831.6,80110.8
Rahul Traders,JK-FINESSE-80GSM-63.5X91.0/23.1KG-500SHT,2023-01,3557.4,339616.2
Rahul Traders,JK-FINESSE-80GSM-63.5X91.0/23.1KG-500SHT,2023-02,346.5,32917.5
Rahul Traders,JK-FINESSE-80GSM-63.5X91.0/23.1KG-500SHT,2023-03,415.8,39916.8
Rahul Traders,JK-FINESSE-80GSM-76.0X102.0/15.5KG-250SHT,2022-07,1178.0,102796.0
Rahul Traders,JK-FINESSE-80GSM-76.0X102.0/15.5KG-250SHT,2023-05,124.0,11904.0
Rahul Traders,JK-FINESSE-80GSM-76.0X102.0/15.5KG-250SHT,2023-06,1240.0,115320.0
Rahul Traders,JK-FINESSE-80GSM-76.0X102.0/15.5KG-250SHT,2023-10,310.0,25420.0
Rahul Traders,JK-FINESSE-80GSM-76.0X102.0/15.5KG-250SHT,2023-12,46.5,3952.5
Rahul Traders,JK-FINESSE-80GSM-76.0X102.0/15.5KG-250SHT,2024-02,186.0,14880.0
Rahul Traders,JK-FINESSE-80GSM-76.0X102.0/15.5KG-250SHT,2024-03,186.0,14694.0
Rahul Traders,JK-FINESSE-80GSM-76.0X102.0/15.5KG-250SHT,2024-05,372.0,29388.0
Rahul Traders,JK-FINESSE-80GSM-76.0X102.0/15.5KG-250SHT,2024-10,279.0,20646.0
Rahul Traders,JK-FINESSE-80GSM-76.0X102.0/15.5KG-250SHT,2024-11,434.0,31682.0
Rahul Traders,JK-FINESSE-PREMIUM-100GSM-56.5X86.5/24.4KG-500SHT,2024-05,4343.2,338769.6
Rahul Traders,JK-FINESSE-PREMIUM-120GSM-43.0X69.0/17.8KG-500SHT,2023-09,5019.6,401568.0
Rahul Traders,JK-FINESSE-PREMIUM-120GSM-43.0X69.0/17.8KG-500SHT,2024-04,4129.6,326238.4
Rahul Traders,JK-FINESSE-PREMIUM-120GSM-43.0X69.0/17.8KG-500SHT,2024-06,4556.8,359987.2
Rahul Traders,JK-FINESSE-PREMIUM-120GSM-43.0X69.0/17.8KG-500SHT,2025-02,3364.2,245586.6
Rahul Traders,JK-FINESSE-PREMIUM-120GSM-63.50CMS,2023-09,1240.0,100440.0
Rahul Traders,JK-FINESSE-PREMIUM-120GSM-71.0CMS,2024-06,2448.0,188496.0
Rahul Traders,JK-FINESSE-PREMIUM-68GSM-63.5X91.0/19.6KG-500SHT,2025-01,588.0,42924.0
Rahul Traders,JK-FINESSE-PREMIUM-78GSM-63.5X91.0/22.5KG-500SHT,2024-11,877.5,62235.0
Rahul Traders,JK-FINESSE-PREMIUM-78GSM-63.5X91.0/22.5KG-500SHT,2024-12,1449.0,101776.5
Rahul Traders,JK-FINESSE-PREMIUM-78GSM-63.5X91.0/22.5KG-500SHT,2025-01,675.0,49275.0
Rahul Traders,JK-FINESSE-PREMIUM-78GSM-63.5X91.0/22.5KG-500SHT,2025-02,1080.0,77827.5
Rahul Traders,JK-FINESSE-PREMIUM-78GSM-63.5X91.0/22.5KG-500SHT,2025-03,1530.0,109102.5
Rahul Traders,JK-FINESSE-PREMIUM-80GSM-58.5X91.0/21.3KG-500SHT,2023-09,766.8,63005.4
Rahul Traders,JK-FINESSE-PREMIUM-80GSM-58.5X91.0/21.3KG-500SHT,2023-10,319.5,25975.35
Rahul Traders,JK-FINESSE-PREMIUM-80GSM-58.5X91.0/21.3KG-500SHT,2023-11,2556.0,212467.5
Rahul Traders,JK-FINESSE-PREMIUM-80GSM-58.5X91.0/21.3KG-500SHT,2023-12,6901.2,577911.6
Rahul Traders,JK-FINESSE-PREMIUM-80GSM-58.5X91.0/21.3KG-500SHT,2024-01,1150.2,95786.1
Rahul Traders,JK-FINESSE-PREMIUM-80GSM-58.5X91.0/21.3KG-500SHT,2024-02,1789.2,146458.8
Rahul Traders,JK-FINESSE-PREMIUM-80GSM-58.5X91.0/21.3KG-500SHT,2024-03,2108.7,164702.25
Rahul Traders,JK-FINESSE-PREMIUM-80GSM-58.5X91.0/21.3KG-500SHT,2024-04,1278.0,100834.2
Rahul Traders,JK-FINESSE-PREMIUM-80GSM-58.5X91.0/21.3KG-500SHT,2024-06,2556.0,198665.1
Rahul Traders,JK-FINESSE-PREMIUM-80GSM-58.5X91.0/21.3KG-500SHT,2024-07,21.3,1682.7
Rahul Traders,JK-FINESSE-PREMIUM-80GSM-58.5X91.0/21.3KG-500SHT,2024-09,319.5,24601.5
Rahul Traders,JK-FINESSE-PREMIUM-80GSM-58.5X91.0/21.3KG-500SHT,2024-10,319.5,23962.5
Rahul Traders,JK-FINESSE-PREMIUM-80GSM-58.5X91.0/21.3KG-500SHT,2024-11,958.5,68436.9
Rahul Traders,JK-FINESSE-PREMIUM-80GSM-58.5X91.0/21.3KG-500SHT,2024-12,553.8,38766.0
Rahul Traders,JK-IMP(C2S)AP-GL-300GSM-58.5X91.0/16.0KGS-100SHT,2022-06,48.0,5040.0
Rahul Traders,JK-IMP(C2S)AP-GL-90GSM-58.5X91.0/12.0KGS-250SHT,2023-03,10200.0,856800.0
Rahul Traders,JK-IMPERIO-ART(C2S)90GSM-51.0X76.0/8.70KG-250SHT,2023-03,5220.0,438480.0
Rahul Traders,JK-IMPRO-ART(C2S)157GSM-51.0X76.0/15.20KG-250SHT,2022-04,45.6,4742.4
Rahul Traders,JK-IMPRO-ART(C2S)157GSM-51.0X76.0/15.20KG-250SHT,2022-05,486.4,48700.8
Rahul Traders,JK-IMPRO-ART(C2S)157GSM-51.0X76.0/15.20KG-250SHT,2022-07,182.4,18240.0
Rahul Traders,JK-IMPRO-ART(C2S)157GSM-51.0X76.0/15.20KG-250SHT,2022-09,304.0,30400.0
Rahul Traders,JK-IMPRO-ART(C2S)157GSM-51.0X76.0/15.20KG-250SHT,2022-11,243.2,22374.4
Rahul Traders,JK-IMPRO-ART(C2S)157GSM-51.0X76.0/15.20KG-250SHT,2022-12,212.8,18088.0
Rahul Traders,JK-JK-COTE-AB-GLOSS-200GSM-101.6X72.0/18.3KG-125SHT,2022-04,4995.9,422153.55
Rahul Traders,JK-LEDGER-110GSM-43.0X69.0/16.3KG-500SHT,2024-05,3863.1,336089.7
Rahul Traders,JK-LEDGER-110GSM-43.0X69.0/16.3KG-500SHT,2025-02,3064.4,245152.0
Rahul Traders,JK-LEDGER-68GSM-43.0X69.0/10.10KG-500SHT,2022-07,1020.1,91647.4
Rahul Traders,JK-LEDGER-68GSM-43.0X69.0/10.10KG-500SHT,2022-08,3686.5,346834.0
Rahul Traders,JK-LEDGER-68GSM-43.0X69.0/10.10KG-500SHT,2022-09,2474.5,237956.0
Rahul Traders,JK-LEDGER-68GSM-43.0X69.0/10.10KG-500SHT,2022-10,1969.5,184072.5
Rahul Traders,JK-LEDGER-68GSM-43.0X69.0/10.10KG-500SHT,2022-11,858.5,79739.5
Rahul Traders,JK-LEDGER-68GSM-43.0X69.0/10.10KG-500SHT,2023-01,30.3,2878.5
Rahul Traders,JK-LEDGER-68GSM-43.0X69.0/10.10KG-500SHT,2023-02,2929.0,274215.0
Rahul Traders,JK-LEDGER-68GSM-43.0X69.0/10.10KG-500SHT,2023-03,3888.5,371149.75
Rahul Traders,JK-LEDGER-68GSM-43.0X69.0/10.10KG-500SHT,2023-04,747.4,71265.6
Rahul Traders,JK-LEDGER-68GSM-43.0X69.0/10.10KG-500SHT,2023-05,1515.0,142561.5
Rahul Traders,JK-LEDGER-68GSM-43.0X69.0/10.10KG-500SHT,2023-06,1919.0,182709.0
Rahul Traders,JK-LEDGER-68GSM-43.0X69.0/10.10KG-500SHT,2023-07,1414.0,133320.0
Rahul Traders,JK-LEDGER-68GSM-43.0X69.0/10.10KG-500SHT,2023-08,2525.0,229093.25
Rahul Traders,JK-LEDGER-68GSM-43.0X69.0/10.10KG-500SHT,2023-09,1464.5,131098.0
Rahul Traders,JK-LEDGER-68GSM-43.0X69.0/10.10KG-500SHT,2023-10,2323.0,209398.25
Rahul Traders,JK-LEDGER-68GSM-43.0X69.0/10.10KG-500SHT,2023-11,757.5,67594.25
Rahul Traders,JK-LEDGER-68GSM-43.0X69.0/10.10KG-500SHT,2023-12,1464.5,130315.25
Rahul Traders,JK-LEDGER-68GSM-43.0X69.0/10.10KG-500SHT,2024-01,5938.8,522407.35
Rahul Traders,JK-LEDGER-68GSM-43.0X69.0/10.10KG-500SHT,2024-02,202.0,17574.0
Rahul Traders,JK-LEDGER-68GSM-43.0X69.0/10.10KG-500SHT,2024-03,2878.5,251237.5
Rahul Traders,JK-LEDGER-68GSM-43.0X69.0/10.10KG-500SHT,2024-04,2323.0,202555.5
Rahul Traders,JK-LEDGER-68GSM-43.0X69.0/10.10KG-500SHT,2024-05,1060.5,92869.5
Rahul Traders,JK-LEDGER-68GSM-43.0X69.0/10.10KG-500SHT,2024-06,505.0,44440.0
Rahul Traders,JK-LEDGER-68GSM-43.0X69.0/10.10KG-500SHT,2024-07,1161.5,99586.0
Rahul Traders,JK-LEDGER-68GSM-43.0X69.0/10.10KG-500SHT,2024-08,3080.5,263963.5
Rahul Traders,JK-LEDGER-68GSM-43.0X69.0/10.10KG-500SHT,2024-09,404.0,34441.0
Rahul Traders,JK-LEDGER-68GSM-43.0X69.0/10.10KG-500SHT,2024-10,2121.0,172760.5
Rahul Traders,JK-LEDGER-68GSM-43.0X69.0/10.10KG-500SHT,2024-12,1010.0,79285.0
Rahul Traders,JK-LEDGER-68GSM-43.0X69.0/10.10KG-500SHT,2025-01,2070.5,166347.0
Rahul Traders,JK-LEDGER-68GSM-43.0X69.0/10.10KG-500SHT,2025-02,2626.0,205787.5
Rahul Traders,JK-LEDGER-68GSM-43.0X69.0/10.10KG-500SHT,2025-03,1414.0,113120.0
Rahul Traders,JK-LEDGER-68GSM-43.0X69.0/10.10KG-500SHT,2026-05,151.5,12120.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2022-04,8528.0,636298.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2022-05,8320.0,636506.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2022-06,5148.0,423176.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2022-07,15443.9,1350460.8
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2022-08,2288.0,219128.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2022-09,5876.0,544440.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2022-10,3432.0,317720.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2022-11,6656.0,619528.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2022-12,3276.0,309764.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2023-01,6770.4,629512.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2023-02,2652.0,246376.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2023-04,5564.0,529906.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2023-05,457.6,43929.6
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2023-06,2444.0,232076.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2023-07,2288.0,211692.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2023-08,2808.0,252148.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2023-09,1466.4,131248.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2023-10,1716.0,154609.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2023-11,936.0,82914.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2023-12,2548.0,221676.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2024-01,4576.0,402740.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2024-02,52.0,4628.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2024-03,5720.0,497900.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2024-04,4628.0,396890.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2024-05,1716.0,148772.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2024-06,2184.0,183976.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2024-07,2028.0,172588.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2024-08,520.0,44720.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2024-09,1248.0,104104.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2024-10,936.0,77168.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2024-11,31304.0,2419703.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2024-12,7436.0,584584.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2025-01,3068.0,244036.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2025-02,4420.0,345800.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2025-03,2288.0,180102.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2026-05,7488.0,593528.0
Rahul Traders,JK-LEDGER-70GSM-43.0X69.0/10.4KG-500SHT,2026-06,3224.0,257140.0
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2022-05,1700.0,129200.0
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2022-06,1768.0,141610.0
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2022-07,2638.4,229500.0
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2022-08,408.0,38760.0
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2022-09,612.0,56304.0
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2022-10,952.0,87584.0
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2022-11,544.0,49572.0
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2022-12,1088.0,103088.0
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2023-01,1020.0,94452.0
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2023-03,340.0,31620.0
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2023-05,2040.0,194038.0
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2023-06,408.0,38080.0
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2023-07,748.0,70006.0
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2023-08,612.0,54196.0
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2023-09,272.0,24344.0
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2023-10,340.0,30396.0
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2023-11,1020.0,90848.0
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2023-12,340.0,29240.0
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2024-01,1020.0,88536.0
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2024-02,952.0,84116.0
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2024-03,1360.0,118252.0
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2024-04,1496.0,128010.0
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2024-05,680.0,59160.0
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2024-06,476.0,41548.0
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2024-07,748.0,64600.0
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2024-08,272.0,22950.0
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2024-09,204.0,17544.0
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2024-10,136.0,11356.0
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2024-11,204.0,16320.0
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2024-12,1700.0,133212.0
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2025-02,1808.8,140637.6
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2025-03,68.0,5372.0
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2026-04,68.0,5440.0
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2026-05,884.0,68952.0
Rahul Traders,JK-LEDGER-70GSM-51.0X76.0/13.6KG-500SHT,2026-06,2040.0,161500.0
Rahul Traders,JK-LEDGER-70GSM-58.5X91.0/18.6KG-500SHT,2022-05,2064.6,157997.7
Rahul Traders,JK-LEDGER-70GSM-58.5X91.0/18.6KG-500SHT,2022-07,1060.2,91958.4
Rahul Traders,JK-LEDGER-70GSM-58.5X91.0/18.6KG-500SHT,2022-08,1674.0,160704.0
Rahul Traders,JK-LEDGER-70GSM-58.5X91.0/18.6KG-500SHT,2022-09,1283.4,121978.8
Rahul Traders,JK-LEDGER-70GSM-58.5X91.0/18.6KG-500SHT,2022-10,1116.0,104178.59999999999
Rahul Traders,JK-LEDGER-70GSM-58.5X91.0/18.6KG-500SHT,2022-11,1060.2,98542.79999999999
Rahul Traders,JK-LEDGER-70GSM-58.5X91.0/18.6KG-500SHT,2023-04,1283.3999999999999,119467.79999999999
Rahul Traders,JK-LEDGER-70GSM-58.5X91.0/18.6KG-500SHT,2023-05,613.8,58645.8
Rahul Traders,JK-LEDGER-70GSM-58.5X91.0/18.6KG-500SHT,2023-06,55.8,5356.8
Rahul Traders,JK-LEDGER-70GSM-58.5X91.0/18.6KG-500SHT,2023-07,223.2,20088.0
Rahul Traders,JK-LEDGER-70GSM-58.5X91.0/18.6KG-500SHT,2023-08,1674.0,149376.6
Rahul Traders,JK-LEDGER-70GSM-58.5X91.0/18.6KG-500SHT,2023-09,279.0,24942.6
Rahul Traders,JK-LEDGER-70GSM-58.5X91.0/18.6KG-500SHT,2023-10,446.4,39785.4
Rahul Traders,JK-LEDGER-70GSM-58.5X91.0/18.6KG-500SHT,2023-12,502.2,44137.8
Rahul Traders,JK-LEDGER-70GSM-58.5X91.0/18.6KG-500SHT,2024-01,390.6,34763.4
Rahul Traders,JK-LEDGER-70GSM-58.5X91.0/18.6KG-500SHT,2024-02,111.6,9820.8
Rahul Traders,JK-LEDGER-70GSM-58.5X91.0/18.6KG-500SHT,2024-03,279.0,24161.4
Rahul Traders,JK-LEDGER-70GSM-58.5X91.0/18.6KG-500SHT,2024-04,2232.0,192593.7
Rahul Traders,JK-LEDGER-70GSM-58.5X91.0/18.6KG-500SHT,2024-05,111.6,9597.6
Rahul Traders,JK-LEDGER-70GSM-58.5X91.0/18.6KG-500SHT,2024-06,111.6,9709.2
Rahul Traders,JK-LEDGER-70GSM-58.5X91.0/18.6KG-500SHT,2024-07,390.6,33814.8
Rahul Traders,JK-LEDGER-70GSM-58.5X91.0/18.6KG-500SHT,2024-08,502.2,43691.4
Rahul Traders,JK-LEDGER-70GSM-58.5X91.0/18.6KG-500SHT,2024-11,1934.3999999999999,148827.9
Rahul Traders,JK-LEDGER-70GSM-58.5X91.0/18.6KG-500SHT,2024-12,558.0,44472.6
Rahul Traders,JK-LEDGER-70GSM-58.5X91.0/18.6KG-500SHT,2025-01,446.4,35823.6
Rahul Traders,JK-LEDGER-70GSM-58.5X91.0/18.6KG-500SHT,2025-02,1004.4,78901.2
Rahul Traders,JK-LEDGER-70GSM-58.5X91.0/18.6KG-500SHT,2025-03,1004.4,79487.09999999999
Rahul Traders,JK-LEDGER-70GSM-58.5X91.0/18.6KG-500SHT,2026-04,334.8,26672.4
Rahul Traders,JK-LEDGER-70GSM-58.5X91.0/18.6KG-500SHT,2026-06,223.2,17856.0
Rahul Traders,JK-LEDGER-70GSM-91.0X58.5/18.6KG-500SHT,2026-05,1116.0,87048.0
Rahul Traders,JK-LEDGER-78GSM-43.0X69.0/11.6KG-500SHT,2025-03,1740.0,135952.0
Rahul Traders,JK-LEDGER-80GSM-43.0X69.0/11.9KG-500SHT,2022-04,12578.3,925129.8
