month,company,product,quantity,value,rate,quantity_lag1,quantity_lag2,quantity_lag3,quantity_rolling_mean_3,quantity_overall_avg,rate_lag1,rate_lag2,rate_lag3,rate_rolling_mean_3,rate_overall_avg,month_num,quarter,n_prior_months
2026-04,Rahul Traders,JK TUFFCOTE 300GSM-71.0X102.0-21.7KGS-100 SHT,2278.5,177723.0,78.0,2145.4066666666668,2012.3133333333335,1879.2199999999998,2012.3133333333335,1088.9454545454546,77.96493594066081,77.9252336448598,77.87990762124711,77.92335906892258,76.35408414965906,4,2,22
2026-06,Rahul Traders,JK TUFFCOTE 300GSM-86.5X53.5/13.90KG-100 SHT,458.7,35549.25,77.5,,,,,,,,,,,6,2,0
2024-06,Rahul Traders,JK TUFFCOTE 320GSM-51.0X71.0-11.6KGS- 100 SHT,127.6,9442.4,74.0,,,,,,,,,,,6,2,0
2024-07,Rahul Traders,JK TUFFCOTE 320GSM-51.0X71.0-11.6KGS- 100 SHT,1589.2,119752.6,75.35401459854015,127.6,127.6,127.6,127.59999999999998,127.6,74.0,74.0,74.0,74.0,74.0,7,3,1
2024-08,Rahul Traders,JK TUFFCOTE 320GSM-51.0X71.0-11.6KGS- 100 SHT,3097.2,234302.6,75.6498127340824,1589.2,127.6,127.6,614.8,858.4,75.35401459854015,74.0,74.0,74.45133819951339,74.67700729927007,8,3,2
2024-09,Rahul Traders,JK TUFFCOTE 320GSM-51.0X71.0-11.6KGS- 100 SHT,4094.8,311889.2,76.1671388101983,3097.2,1589.2,127.6,1604.6666666666667,1604.6666666666667,75.6498127340824,75.35401459854015,74.0,75.00127577754085,75.00127577754085,9,3,3
2024-10,Rahul Traders,JK TUFFCOTE 320GSM-51.0X71.0-11.6KGS- 100 SHT,1044.0,78822.0,75.5,4094.8,3097.2,1589.2,2927.066666666667,2227.2,76.1671388101983,75.6498127340824,75.35401459854015,75.72365538094029,75.2927415357052,10,4,4
2024-11,Rahul Traders,JK TUFFCOTE 320GSM-51.0X71.0-11.6KGS- 100 SHT,684.4000000000001,51069.0,74.6186440677966,1044.0,4094.8,3097.2,2745.3333333333335,1990.56,75.5,76.1671388101983,75.6498127340824,75.7723171814269,75.33419322856416,11,4,5
2024-12,Rahul Traders,JK TUFFCOTE 320GSM-51.0X71.0-11.6KGS- 100 SHT,812.0,60830.4,74.91428571428571,684.4000000000001,1044.0,4094.8,1941.0666666666668,1772.8666666666668,74.6186440677966,75.5,76.1671388101983,75.42859429266497,75.2149350351029,12,4,6
2025-01,Rahul Traders,JK TUFFCOTE 320GSM-51.0X71.0-11.6KGS- 100 SHT,851.875,63869.6,74.97531914893617,812.0,684.4000000000001,1044.0,846.8000000000001,1635.6000000000001,74.91428571428571,74.6186440677966,75.5,75.01097659402744,75.17198513212902,1,1,7
2025-02,Rahul Traders,JK TUFFCOTE 320GSM-51.0X71.0-11.6KGS- 100 SHT,891.75,66908.8,75.03089430894309,851.875,812.0,684.4000000000001,782.7583333333333,1537.634375,74.97531914893617,74.91428571428571,74.6186440677966,74.83608297700616,75.14740188422991,2,1,8
2025-03,Rahul Traders,JK TUFFCOTE 320GSM-51.0X71.0-11.6KGS- 100 SHT,931.625,69948.0,75.08171206225681,891.75,851.875,812.0,851.875,1465.8694444444445,75.03089430894309,74.97531914893617,74.91428571428571,74.97349972405499,75.13445659808694,3,1,9
2025-04,Rahul Traders,JK TUFFCOTE 320GSM-51.0X71.0-11.6KGS- 100 SHT,971.5,72987.2,75.12835820895522,931.625,891.75,851.875,891.75,1412.4450000000002,75.08171206225681,75.03089430894309,74.97531914893617,75.02930850671201,75.12918214450391,4,2,10
2025-05,Rahul Traders,JK TUFFCOTE 320GSM-51.0X71.0-11.6KGS- 100 SHT,1011.375,76026.40000000001,75.17132616487456,971.5,931.625,891.75,931.625,1372.359090909091,75.12835820895522,75.08171206225681,75.03089430894309,75.08032152671838,75.12910724127222,5,2,11
2025-06,Rahul Traders,JK TUFFCOTE 320GSM-51.0X71.0-11.6KGS- 100 SHT,1051.25,79065.6,75.21103448275862,1011.375,971.5,931.625,971.5,1342.2770833333334,75.17132616487456,75.12835820895522,75.08171206225681,75.12713214536221,75.13262548490574,6,2,12
2025-07,Rahul Traders,JK TUFFCOTE 320GSM-51.0X71.0-11.6KGS- 100 SHT,1091.125,82104.8,75.24784053156147,1051.25,1011.375,971.5,1011.375,1319.8903846153846,75.21103448275862,75.17132616487456,75.12835820895522,75.1702396188628,75.13865694627904,7,3,13
2025-08,Rahul Traders,JK TUFFCOTE 320GSM-51.0X71.0-11.6KGS- 100 SHT,1131.0,85144.0,75.28205128205128,1091.125,1051.25,1011.375,1051.25,1303.55,75.24784053156147,75.21103448275862,75.17132616487456,75.21006705973154,75.14645577379922,8,3,14
2025-09,Rahul Traders,JK TUFFCOTE 320GSM-51.0X71.0-11.6KGS- 100 SHT,1170.875,88183.20000000001,75.3139318885449,1131.0,1091.125,1051.25,1091.125,1292.0466666666666,75.28205128205128,75.24784053156147,75.21103448275862,75.24697543212379,75.15549547434937,9,3,15
2025-10,Rahul Traders,JK TUFFCOTE 320GSM-51.0X71.0-11.6KGS- 100 SHT,1210.75,91222.40000000001,75.3437125748503,1170.875,1131.0,1091.125,1131.0,1284.4734375,75.3139318885449,75.28205128205128,75.24784053156147,75.28127456738588,75.16539775023658,10,4,16
2025-11,Rahul Traders,JK TUFFCOTE 320GSM-51.0X71.0-11.6KGS- 100 SHT,1250.625,94261.6,75.37159420289855,1210.75,1170.875,1131.0,1170.875,1280.1367647058823,75.3437125748503,75.3139318885449,75.28205128205128,75.31323191514883,75.1758868575668,11,4,17
2025-12,Rahul Traders,JK TUFFCOTE 320GSM-51.0X71.0-11.6KGS- 100 SHT,1290.5,97300.8,75.39775280898877,1250.625,1210.75,1170.875,1210.75,1278.4972222222223,75.37159420289855,75.3437125748503,75.3139318885449,75.34307955543125,75.186759487863,12,4,18
2026-01,Rahul Traders,JK TUFFCOTE 320GSM-51.0X71.0-11.6KGS- 100 SHT,1330.375,100340.0,75.42234332425068,1290.5,1250.625,1210.75,1250.625,1279.128947368421,75.39775280898877,75.37159420289855,75.3437125748503,75.37101986224587,75.1978643995012,1,1,19
2026-02,Rahul Traders,JK TUFFCOTE 320GSM-51.0X71.0-11.6KGS- 100 SHT,1370.25,103379.20000000001,75.44550264550266,1330.375,1290.5,1250.625,1290.5,1281.69125,75.42234332425068,75.39775280898877,75.37159420289855,75.39723011204599,75.20908834573868,2,1,20
2026-03,Rahul Traders,JK TUFFCOTE 320GSM-51.0X71.0-11.6KGS- 100 SHT,1410.125,106418.40000000001,75.46735218508998,1370.25,1330.375,1290.5,1330.375,1285.9083333333333,75.44550264550266,75.42234332425068,75.39775280898877,75.4218662595807,75.22034616953697,3,1,21
2026-04,Rahul Traders,JK TUFFCOTE 320GSM-51.0X71.0-11.6KGS- 100 SHT,1450.0,109457.6,75.488,1410.125,1370.25,1330.375,1370.25,1291.5545454545454,75.46735218508998,75.44550264550266,75.42234332425068,75.44506605161443,75.23157371569846,4,2,22
2026-05,Rahul Traders,JK TUFFCOTE 320GSM-51.0X71.0-11.6KGS- 100 SHT,1879.2,142598.8,75.88271604938271,1450.0,1410.125,1370.25,1410.125,1298.4434782608696,75.488,75.46735218508998,75.44550264550266,75.46695161019754,75.24272268458114,5,2,23
2026-06,Rahul Traders,JK TUFFCOTE 320GSM-51.0X71.0-11.6KGS- 100 SHT,278.4,21576.0,77.5,1879.2,1450.0,1410.125,1579.7749999999999,1322.6416666666667,75.88271604938271,75.488,75.46735218508998,75.6126894114909,75.2693890747812,6,2,24
2024-11,Rahul Traders,JK TUFFCOTE 320GSM-56.0X71.0-12.7 KGS-100 SHT,3568.7,272040.35,76.22953736654804,,,,,,,,,,,11,4,0
2024-12,Rahul Traders,JK TUFFCOTE 320GSM-56.0X71.0-12.7 KGS-100 SHT,3438.357894736842,262194.84210526315,76.25583203732504,3568.7,3568.7,3568.7,3568.6999999999994,3568.7,76.22953736654804,76.22953736654804,76.22953736654804,76.22953736654804,76.22953736654804,12,4,1
2025-01,Rahul Traders,JK TUFFCOTE 320GSM-56.0X71.0-12.7 KGS-100 SHT,3308.015789473684,252349.3342105263,76.28419882804607,3438.357894736842,3568.7,3568.7,3525.2526315789473,3503.5289473684206,76.25583203732504,76.22953736654804,76.22953736654804,76.23830225680705,76.24268470193654,1,1,2
2025-02,Rahul Traders,JK TUFFCOTE 320GSM-56.0X71.0-12.7 KGS-100 SHT,3177.673684210526,242503.82631578945,76.31489272191838,3308.015789473684,3438.357894736842,3568.7,3438.357894736842,3438.357894736842,76.28419882804607,76.25583203732504,76.22953736654804,76.25652274397305,76.25652274397305,2,1,3
2025-03,Rahul Traders,JK TUFFCOTE 320GSM-56.0X71.0-12.7 KGS-100 SHT,3047.331578947368,232658.31842105262,76.34821232726476,3177.673684210526,3308.015789473684,3438.357894736842,3308.015789473684,3373.186842105263,76.31489272191838,76.28419882804607,76.25583203732504,76.28497452909649,76.27111523845939,3,1,4
2025-04,Rahul Traders,JK TUFFCOTE 320GSM-56.0X71.0-12.7 KGS-100 SHT,2916.98947368421,222812.81052631576,76.38450962419799,3047.331578947368,3177.673684210526,3308.015789473684,3177.673684210526,3308.015789473684,76.34821232726476,76.31489272191838,76.28419882804607,76.31576795907641,76.28653465622047,4,2,5
2025-05,Rahul Traders,JK TUFFCOTE 320GSM-56.0X71.0-12.7 KGS-100 SHT,2786.6473684210523,212967.30263157893,76.42420244662989,2916.98947368421,3047.331578947368,3177.673684210526,3047.3315789473677,3242.8447368421052,76.38450962419799,76.34821232726476,76.31489272191838,76.34920489112704,76.30286381755005,5,2,6
2025-06,Rahul Traders,JK TUFFCOTE 320GSM-56.0X71.0-12.7 KGS-100 SHT,2656.305263157895,203121.7947368421,76.4677906391545,2786.6473684210523,2916.98947368421,3047.331578947368,2916.9894736842107,3177.673684210526,76.42420244662989,76.38450962419799,76.34821232726476,76.38564146603089,76.32019790741859,6,2,7
2025-07,Rahul Traders,JK TUFFCOTE 320GSM-56.0X71.0-12.7 KGS-100 SHT,2525.9631578947365,193276.28684210527,76.51587721619478,2656.305263157895,2786.6473684210523,2916.98947368421,2786.6473684210523,3112.5026315789473,76.4677906391545,76.42420244662989,76.38450962419799,76.42550090332746,76.33864699888558,7,3,8
2025-08,Rahul Traders,JK TUFFCOTE 320GSM-56.0X71.0-12.7 KGS-100 SHT,2395.621052631579,183430.7789473684,76.56919642857142,2525.9631578947365,2656.305263157895,2786.6473684210523,2656.3052631578944,3047.331578947368,76.51587721619478,76.4677906391545,76.42420244662989,76.46929010065972,76.35833924525326,8,3,9
2025-09,Rahul Traders,JK TUFFCOTE 320GSM-56.0X71.0-12.7 KGS-100 SHT,2265.2789473684206,173585.27105263158,76.62865151962232,2395.621052631579,2525.9631578947365,2656.305263157895,2525.963157894737,2982.1605263157894,76.56919642857142,76.51587721619478,76.4677906391545,76.51762142797357,76.37942496358508,9,3,10
2025-10,Rahul Traders,JK TUFFCOTE 320GSM-56.0X71.0-12.7 KGS-100 SHT,2134.936842105263,163739.76315789472,76.69536631183468,2265.2789473684206,2395.621052631579,2525.9631578947365,2395.6210526315786,2916.98947368421,76.62865151962232,76.56919642857142,76.51587721619478,76.57124172146284,76.40208192322484,10,4,11
2025-11,Rahul Traders,JK TUFFCOTE 320GSM-56.0X71.0-12.7 KGS-100 SHT,2004.5947368421052,153894.2552631579,76.77075691897299,2134.936842105263,2265.2789473684206,2395.621052631579,2265.278947368421,2851.818421052631,76.69536631183468,76.62865151962232,76.56919642857142,76.63107142000948,76.42652228894232,11,4,12
2025-12,Rahul Traders,JK TUFFCOTE 320GSM-56.0X71.0-12.7 KGS-100 SHT,1874.2526315789473,144048.74736842106,76.85663338088446,2004.5947368421052,2134.936842105263,2265.2789473684206,2134.9368421052627,2786.6473684210528,76.77075691897299,76.69536631183468,76.62865151962232,76.69825825014334,76.45300187586776,12,4,13
2026-01,Rahul Traders,JK TUFFCOTE 320GSM-56.0X71.0-12.7 KGS-100 SHT,1743.9105263157894,134203.23947368423,76.9553468761978,1874.2526315789473,2004.5947368421052,2134.936842105263,2004.594736842105,2721.4763157894736,76.85663338088446,76.77075691897299,76.69536631183468,76.77425220389738,76.48183269765467,1,1,14
2026-02,Rahul Traders,JK TUFFCOTE 320GSM-56.0X71.0-12.7 KGS-100 SHT,1613.5684210526315,124357.73157894737,77.07000828500415,1743.9105263157894,1874.2526315789473,2004.5947368421052,1874.2526315789473,2656.305263157895,76.9553468761978,76.85663338088446,76.77075691897299,76.86091239201842,76.51340030955754,2,1,15
2026-03,Rahul Traders,JK TUFFCOTE 320GSM-56.0X71.0-12.7 KGS-100 SHT,1483.2263157894736,114512.22368421053,77.20482199188825,1613.5684210526315,1743.9105263157894,1874.2526315789473,1743.9105263157896,2591.1342105263157,77.07000828500415,76.9553468761978,76.85663338088446,76.96066284736214,76.54818830802296,3,1,16
2026-04,Rahul Traders,JK TUFFCOTE 320GSM-56.0X71.0-12.7 KGS-100 SHT,1352.8842105263157,104666.7157894737,77.36561264822137,1483.2263157894736,1613.5684210526315,1743.9105263157894,1613.5684210526315,2525.9631578947365,77.20482199188825,77.07000828500415,76.9553468761978,77.07672571769673,76.58681381883855,4,2,17
2026-05,Rahul Traders,JK TUFFCOTE 320GSM-56.0X71.0-12.7 KGS-100 SHT,1222.5421052631577,94821.20789473684,77.56068890103883,1352.8842105263157,1483.2263157894736,1613.5684210526315,1483.2263157894733,2460.7921052631577,77.36561264822137,77.20482199188825,77.07000828500415,77.21348097503792,76.63008042047095,5,2,18
2026-06,Rahul Traders,JK TUFFCOTE 320GSM-56.0X71.0-12.7 KGS-100 SHT,1092.2,84975.7,77.80232558139534,1222.5421052631577,1352.8842105263157,1483.2263157894736,1352.8842105263157,2395.6210526315786,77.56068890103883,77.36561264822137,77.20482199188825,77.37704118038282,76.67905981418504,6,2,19
2024-08,Rahul Traders,JK TUFFCOTE 320GSM-58.5X91.5-17.1KGS-100 SHT,444.6,33567.3,75.5,,,,,,,,,,,8,3,0
2024-09,Rahul Traders,JK TUFFCOTE 320GSM-58.5X91.5-17.1KGS-100 SHT,1590.3,120914.1,76.03225806451613,444.6,444.6,444.6,444.6000000000001,444.6,75.5,75.5,75.5,75.5,75.5,9,3,1
2024-10,Rahul Traders,JK TUFFCOTE 320GSM-58.5X91.5-17.1KGS-100 SHT,1761.3,134299.125,76.25,1590.3,444.6,444.6,826.5,1017.45,76.03225806451613,75.5,75.5,75.6774193548387,75.76612903225806,10,4,2
2024-11,Rahul Traders,JK TUFFCOTE 320GSM-58.5X91.5-17.1KGS-100 SHT,1932.3,147684.15,76.429203539823,1761.3,1590.3,444.6,1265.3999999999999,1265.3999999999999,76.25,76.03225806451613,75.5,75.9274193548387,75.9274193548387,11,4,3
2024-12,Rahul Traders,JK TUFFCOTE 320GSM-58.5X91.5-17.1KGS-100 SHT,1561.8,117699.3,75.36131386861314,1932.3,1761.3,1590.3,1761.3,1432.125,76.429203539823,76.25,76.03225806451613,76.23715386811304,76.05286540108479,12,4,4
2025-01,Rahul Traders,JK TUFFCOTE 320GSM-58.5X91.5-17.1KGS-100 SHT,1191.3,87714.45000000001,73.62918660287083,1561.8,1932.3,1761.3,1751.8,1458.06,75.36131386861314,76.429203539823,76.25,76.01350580281205,75.91455509459045,1,1,5
2025-02,Rahul Traders,JK TUFFCOTE 320GSM-58.5X91.5-17.1KGS-100 SHT,820.8000000000001,57729.6,70.33333333333333,1191.3,1561.8,1932.3,1561.8,1413.6000000000001,73.62918660287083,75.36131386861314,76.429203539823,75.13990133710233,75.53366034597052,2,1,6
2025-03,Rahul Traders,JK TUFFCOTE 320GSM-58.5X91.5-17.1KGS-100 SHT,855.0,63270.0,74.0,820.8000000000001,1191.3,1561.8,1191.3,1328.9142857142856,70.33333333333333,73.62918660287083,75.36131386861314,73.10794460160577,74.79075648702235,3,1,7
2025-04,Rahul Traders,JK TUFFCOTE 320GSM-58.5X91.5-17.1KGS-100 SHT,829.35,61472.05714285714,74.12076583210603,855.0,820.8000000000001,1191.3,955.7000000000002,1269.675,74.0,70.33333333333333,73.62918660287083,72.65417331206805,74.69191192614456,4,2,8
2025-05,Rahul Traders,JK TUFFCOTE 320GSM-58.5X91.5-17.1KGS-100 SHT,803.7,59674.114285714284,74.24924012158054,829.35,855.0,820.8000000000001,835.0500000000001,1220.75,74.12076583210603,74.0,70.33333333333333,72.81803305514644,74.62845124902917,5,2,9
2025-06,Rahul Traders,JK TUFFCOTE 320GSM-58.5X91.5-17.1KGS-100 SHT,778.05,57876.171428571426,74.3861852433281,803.7,829.35,855.0,829.35,1179.045,74.24924012158054,74.12076583210603,74.0,74.12333531789552,74.5905301362843,6,2,10
2025-07,Rahul Traders,JK TUFFCOTE 320GSM-58.5X91.5-17.1KGS-100 SHT,752.4,56078.228571428575,74.53246753246754,778.05,803.7,829.35,803.6999999999999,1142.590909090909,74.3861852433281,74.24924012158054,74.12076583210603,74.25206373233823,74.57195332783374,7,3,11
2025-08,Rahul Traders,JK TUFFCOTE 320GSM-58.5X91.5-17.1KGS-100 SHT,726.75,54280.28571428572,74.6890756302521,752.4,778.05,803.7,778.0499999999998,1110.075,74.53246753246754,74.3861852433281,74.24924012158054,74.38929763245874,74.56866284488656,8,3,12
2025-09,Rahul Traders,JK TUFFCOTE 320GSM-58.5X91.5-17.1KGS-100 SHT,701.1,52482.34285714286,74.85714285714286,726.75,752.4,778.05,752.4,1080.5884615384616,74.6890756302521,74.53246753246754,74.3861852433281,74.53590946868258,74.57792536683775,9,3,13
2025-10,Rahul Traders,JK TUFFCOTE 320GSM-58.5X91.5-17.1KGS-100 SHT,675.45,50684.4,75.0379746835443,701.1,726.75,752.4,726.75,1053.482142857143,74.85714285714286,74.6890756302521,74.53246753246754,74.69289533995418,74.59786947328811,10,4,14
2025-11,Rahul Traders,JK TUFFCOTE 320GSM-58.5X91.5-17.1KGS-100 SHT,649.8,48886.45714285714,75.23308270676692,675.45,701.1,726.75,701.1,1028.28,75.0379746835443,74.85714285714286,74.6890756302521,74.86139772364642,74.62720982063853,11,4,15
2025-12,Rahul Traders,JK TUFFCOTE 320GSM-58.5X91.5-17.1KGS-100 SHT,624.15,47088.51428571429,75.44422700587086,649.8,675.45,701.1,675.4499999999999,1004.625,75.23308270676692,75.0379746835443,74.85714285714286,75.04273341581803,74.66507687602156,12,4,16
2026-01,Rahul Traders,JK TUFFCOTE 320GSM-58.5X91.5-17.1KGS-100 SHT,598.5,45290.571428571435,75.67346938775512,624.15,649.8,675.45,649.8,982.2441176470589,75.44422700587086,75.23308270676692,75.0379746835443,75.23842813206069,74.71090923660093,1,1,17
2026-02,Rahul Traders,JK TUFFCOTE 320GSM-58.5X91.5-17.1KGS-100 SHT,572.8499999999999,43492.62857142858,75.92324093816633,598.5,624.15,649.8,624.15,960.9250000000001,75.67346938775512,75.44422700587086,75.23308270676692,75.45025970013097,74.76438480055394,2,1,18
2026-03,Rahul Traders,JK TUFFCOTE 320GSM-58.5X91.5-17.1KGS-100 SHT,547.2,41694.68571428572,76.19642857142857,572.8499999999999,598.5,624.15,598.5,940.5,75.92324093816633,75.67346938775512,75.44422700587086,75.68031244393076,74.82537722884933,3,1,19
2026-04,Rahul Traders,JK TUFFCOTE 320GSM-58.5X91.5-17.1KGS-100 SHT,521.55,39896.74285714286,76.49648711943796,547.2,572.8499999999999,598.5,572.85,920.835,76.19642857142857,75.92324093816633,75.67346938775512,75.93104629911667,74.89392979597828,4,2,20
2026-05,Rahul Traders,JK TUFFCOTE 320GSM-58.5X91.5-17.1KGS-100 SHT,495.9,38098.8,76.82758620689656,521.55,547.2,572.8499999999999,547.1999999999999,901.8214285714286,76.49648711943796,76.19642857142857,75.92324093816633,76.20538554301095,74.97024204947635,5,2,21
2026-06,Rahul Traders,JK TUFFCOTE 320GSM-58.5X91.5-17.1KGS-100 SHT,495.9,39244.5,79.13793103448276,495.9,521.55,547.2,521.5500000000001,883.3704545454547,76.82758620689656,76.49648711943796,76.19642857142857,76.50683396592103,75.05466678390457,6,2,22
2025-01,Rahul Traders,JK TUFFCOTE 320GSM-63.5CMS,1908.0,129744.0,68.0,,,,,,,,,,,1,1,0
2024-08,Rahul Traders,JK TUFFCOTE 320GSM-63.5X96.5-19.6KGS-100 SHT,1195.6,91375.2,76.42622950819673,,,,,,,,,,,8,3,0
2024-09,Rahul Traders,JK TUFFCOTE 320GSM-63.5X96.5-19.6KGS-100 SHT,1528.8,115512.6,75.55769230769232,1195.6,1195.6,1195.6,1195.6,1195.6,76.42622950819673,76.42622950819673,76.42622950819673,76.42622950819673,76.42622950819673,9,3,1
2024-10,Rahul Traders,JK TUFFCOTE 320GSM-63.5X96.5-19.6KGS-100 SHT,1332.8,102625.6,77.0,1528.8,1195.6,1195.6,1306.6666666666665,1362.1999999999998,75.55769230769232,76.42622950819673,76.42622950819673,76.1367171080286,75.99196090794453,10,4,2
2024-11,Rahul Traders,JK TUFFCOTE 320GSM-63.5X96.5-19.6KGS-100 SHT,1442.56,110026.56,76.27173913043478,1332.8,1528.8,1195.6,1352.3999999999999,1352.3999999999999,77.0,75.55769230769232,76.42622950819673,76.32797393862968,76.32797393862968,11,4,3
2024-12,Rahul Traders,JK TUFFCOTE 320GSM-63.5X96.5-19.6KGS-100 SHT,1552.32,117427.52,75.64646464646465,1442.56,1332.8,1528.8,1434.72,1374.94,76.27173913043478,77.0,75.55769230769232,76.27647714604237,76.31391523658095,12,4,4
2025-01,Rahul Traders,JK TUFFCOTE 320GSM-63.5X96.5-19.6KGS-100 SHT,1662.08,124828.48,75.10377358490567,1552.32,1442.56,1332.8,1442.5600000000002,1410.416,75.64646464646465,76.27173913043478,77.0,76.30606792563314,76.1804251185577,1,1,5
2025-02,Rahul Traders,JK TUFFCOTE 320GSM-63.5X96.5-19.6KGS-100 SHT,1771.84,132229.44,74.6283185840708,1662.08,1552.32,1442.56,1552.3199999999997,1452.36,75.10377358490567,75.64646464646465,76.27173913043478,75.67399245393503,76.00098319628235,2,1,6
2025-03,Rahul Traders,JK TUFFCOTE 320GSM-63.5X96.5-19.6KGS-100 SHT,1881.6,139630.4,74.20833333333333,1771.84,1662.08,1552.32,1662.08,1498.0,74.6283185840708,75.10377358490567,75.64646464646465,75.12618560514704,75.80488825168071,3,1,7
2025-04,Rahul Traders,JK TUFFCOTE 320GSM-63.5X96.5-19.6KGS-100 SHT,1776.6,131947.19999999998,74.26950354609929,1881.6,1771.84,1662.08,1771.84,1545.9499999999998,74.20833333333333,74.6283185840708,75.10377358490567,74.64680850076994,75.60531888688729,4,2,8
2025-05,Rahul Traders,JK TUFFCOTE 320GSM-63.5X96.5-19.6KGS-100 SHT,1671.6,124264.0,74.33835845896148,1776.6,1881.6,1771.84,1810.0133333333333,1571.5777777777776,74.26950354609929,74.20833333333333,74.6283185840708,74.36871848783447,75.45689496013307,5,2,9
2025-06,Rahul Traders,JK TUFFCOTE 320GSM-63.5X96.5-19.6KGS-100 SHT,1566.6,116580.79999999999,74.41644325290437,1671.6,1776.6,1881.6,1776.5999999999997,1581.58,74.33835845896148,74.26950354609929,74.20833333333333,74.27206511279803,75.3450413100159,6,2,10
2025-07,Rahul Traders,JK TUFFCOTE 320GSM-63.5X96.5-19.6KGS-100 SHT,1461.6,108897.6,74.50574712643679,1566.6,1671.6,1776.6,1671.5999999999997,1580.2181818181816,74.41644325290437,74.33835845896148,74.26950354609929,74.34143508598838,75.26062330482395,7,3,11
2025-08,Rahul Traders,JK TUFFCOTE 320GSM-63.5X96.5-19.6KGS-100 SHT,1356.6,101214.4,74.60887512899897,1461.6,1566.6,1671.6,1566.5999999999997,1570.3333333333333,74.50574712643679,74.41644325290437,74.33835845896148,74.42018294610087,75.19771695662502,8,3,12
2025-09,Rahul Traders,JK TUFFCOTE 320GSM-63.5X96.5-19.6KGS-100 SHT,1251.6,93531.2,74.72930648769575,1356.6,1461.6,1566.6,1461.5999999999997,1553.8923076923077,74.60887512899897,74.50574712643679,74.41644325290437,74.51035516944671,75.15242143142301,9,3,13
2025-10,Rahul Traders,JK TUFFCOTE 320GSM-63.5X96.5-19.6KGS-100 SHT,1146.6,85848.0,74.87179487179488,1251.6,1356.6,1461.6,1356.6,1532.2999999999997,74.72930648769575,74.60887512899897,74.50574712643679,74.61464291437717,75.1221989354425,10,4,14
2025-11,Rahul Traders,JK TUFFCOTE 320GSM-63.5X96.5-19.6KGS-100 SHT,1041.6,78164.8,75.04301075268818,1146.6,1251.6,1356.6,1251.6,1506.5866666666666,74.87179487179488,74.72930648769575,74.60887512899897,74.73665882949653,75.10550533119932,11,4,15
